Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
Perry Rhodan NEO: Volume 3,"Michael Marcus Thurner, Frank Borsch","",9781718379145,digital,to-read,2023/09/23,"","",0,"",,,,,,,,,"",,on-hold,Yes
"Konosuba: An Explosion on This Wonderful World!, Vol. 1 (light novel): Megumin's Turn",Natsume Akatsuki,"",9781975359607,paperback,read,2023/11/04,2023/11/10,2023/10/31-2023/11/10,1,"",,"","","","","",4.0,"","","","",Yes
ドラゴンクエストダイの大冒険新装彩録版 20: 5,"稲田浩司, 三条 陸",Kōji Inada (Illustrator),9784087925791,paperback,read,2022/07/18,"","",1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 63: Otohime and Tiger",Eiichiro Oda,"",9781421543079,paperback,read,2022/07/08,2022/07/10,2022/07/10,1,"",,,,,,,,,"",,manga,No
Vampire of the Mists,Christie Golden,"",9780786961863,digital,to-read,2023/07/03,"","",0,"",,,,,,,,,"",,"",Yes
"One Piece, Vol. 45: You Have My Sympathies",Eiichiro Oda,"",9781421534619,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
O Último Adeus de Sherlock Holmes,Arthur Conan Doyle,"",9789722526135,paperback,read,2021/05/06,"","",1,"",,,,,,,,,"",,"",No
"Lumberjanes: To The Max Edition, Vol. 1","Grace Ellis, ND Stevenson, Shannon Watters","",9781608868094,hardcover,read,2015/03/10,"","",1,"",,,,,,,4.0,,"",,graphic-novels,No
Warlord of Mars: Dejah Thoris Volume 2 - Pirate Queen of Mars,Arvid Nelson,"",9781606902677,paperback,read,2015/01/16,"","",1,"",,,,,,,3.0,,"",,graphic-novels,No
ブラッククローバー 18 [Burakku Kurōbā 18],Yûki Tabata,"",9784088816869,paperback,read,2022/07/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
"Drink, Slay, Love",Sarah Beth Durst,"",9781442423732,hardcover,read,2014/07/02,2014/07/09,2014/07/09,1,"",,,,,,,4.0,,"",,"",No
"Miss Kobayashi's Dragon Maid, Vol. 2",coolkyousinnjya,Jenny McKeon (Translator),9781626924314,paperback,read,2021/11/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
"Konosuba: God's Blessing on This Wonderful World!, Vol. 3: You're Being Summoned, Darkness",Natsume Akatsuki,"Kurone Mishima (Illustrator), Kevin Steinbach (Translator)",9780316468732,paperback,read,2023/10/14,2023/10/14,2023/10/13-2023/10/14,1,"",,"","","","","",4.0,"","","","",Yes
The Remarkable Retirement of Edna Fisher,E.M. Anderson,"",9781956037210,paperback,to-read,2023/10/18,"","",0,"",,,,,,,,,"",,"",No
"One Piece, Vol. 38: Rocketman!!",Eiichiro Oda,"",9781421534541,paperback,read,2022/05/23,2022/05/23,2022/05/23,1,"",,,,,,,,,"",,manga,No
"Hikaru No Go, Vol. 12",Yumi Hotta,"",9781421515083,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
Gal Gohan Vol. 4,Marii Taiyou,"",9781645057352,paperback,read,2022/03/12,2022/03/13,2022/03/13,1,"",,,,,,,3.0,,"",,manga,No
A Fortaleza das Seis Luas,"K.H. Scheer, Richard Paul Neto",K.H. Scheer (Translator),,,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
A Rip Through Time,Kelley Armstrong,"",9781250864895,paperback,read,2022/06/05,2022/06/13,2022/06/13,1,"",,,,,,,4.0,,"",,"",Yes
In a Witch's Wardrobe,Juliet Blackwell,"",9780451237477,paperback,read,2018/06/28,2019/01/07,2019/01/07,1,"",,,,,,,3.0,,"",,"",No
"Soul Eater NOT!, Vol. 1",Atsushi Ohkubo,"",9780316213622,paperback,read,2015/04/14,2015/04/14,2015/04/14,1,"",,,,,,,4.0,,"",,manga,No
S.O.S. : Espaçonave Titan,Kurt Brand,"","",,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
ドラゴンクエストダイの大冒険新装彩録版 11: 1,"稲田浩司, 三条 陸",Kōji Inada (Illustrator),9784087925708,paperback,read,2022/07/18,"","",1,"",,,,,,,,,"",,manga,No
"Durarara!!, Vol. 3 (light novel)",Ryohgo Narita,"Suzuhito Yasuda (Illustrator), Stephen Paul (Translator)",9780316304771,paperback,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
Spellcasting in Silk,Juliet Blackwell,"",,,read,2023/03/23,2023/04/02,2023/04/02,1,"",,,,,,,4.0,,"",,"",Yes
Delicious in Dungeon Vol. 8,"Ryoko Kui, Ryoko Kui","",,digital,read,2022/10/09,2022/10/10,2022/10/10,1,"",,,,,,,4.0,,"",,manga,No
O Segredo do Cofre de Tempo,Clark Darlton,Maria M. Würth Teixeira,"",,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
Histórias de Horror: O mito de Cthulhu,H.P. Lovecraft,Lenita Maria Rímoli Esteves,9788572328227,paperback,read,2021/05/08,"","",1,"",,,,,,,4.0,,"",,"",No
"Hikaru No Go, Vol. 2, Volume 2",Yumi Hotta,"",9781591164968,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
Reincarnation Blues,Michael Poore,"",9780399178481,hardcover,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
"Levtan, o Traidor",Kurt Brand,"","",paperback,read,2021/05/08,"","",1,"",,,,,,,,,"",,"",No
"Black Clover, Vol. 25: Humans And Evil","Yûki Tabata, Yûki Tabata","",,digital,read,2023/01/24,2023/01/24,2023/01/24,1,"",,,,,,,,,"",,manga,No
When Sharks Attack with Kindness,Andrés J. Colmenares,"",9781524864811,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,on-hold,Yes
The Color of Magic,Terry Pratchett,"",9780060855925,paperback,read,2013/08/06,2013/01/01,2013/01/01,1,"",,,,,,,5.0,,"",,"",No
Sawkill Girls,Claire Legrand,"",B0763LQDLH,digital,read,2021/10/23,2022/02/21,2022/02/21,1,"",,,,,,,4.0,,"",,"",Yes
O Jogo do Camaleão,Marçal Aquino,"",,paperback,read,2021/05/06,"","",1,"",,,,,,,,,"",,"",No
"Don't Toy With Me, Miss Nagatoro, Vol. 4",nanashi,"",,digital,read,2023/03/24,2023/03/24,2023/03/24,1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 9: Tears",Eiichiro Oda,"",9781421501918,paperback,read,2022/04/15,2022/04/01,2022/04/01,1,"",,,,,,,,,"",,manga,No
The Classic Horror Stories,"Roger Luckhurst, H.P. Lovecraft","",9780199639571,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,on-hold,Yes
"One-Punch Man, Vol. 14",ONE,Yusuke Murata (Illustrator),9781974700431,paperback,read,2023/03/12,2023/03/12,2023/03/12,1,"",,,,,,,,,"",,manga,No
Castle in the Air,Donald E. Westlake,"",9781785657238,digital,to-read,2023/09/05,"","",0,"",,,,,,,,,"",,"",Yes
Gotham Academy Vol. 1: Welcome to Gotham Academy (the New 52),"Brenden Fletcher, Becky Cloonan",Karl Kerschl (Illustrator),9781401254728,paperback,read,2015/03/27,"","",1,"",,,,,,,4.0,,"",,graphic-novels,No
ブラッククローバー 10 [Burakku Kurōbā 10],Yûki Tabata,"",9784088810232,paperback,read,2022/07/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
The Mapmakers,Tamzin Merchant,"",9781324016014,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
ドラゴンクエストダイの大冒険新装彩録版 17: 2,"稲田浩司, 三条 陸",Kōji Inada (Illustrator),9784087925760,paperback,read,2022/07/18,"","",1,"",,,,,,,,,"",,manga,No
Sleight of Paw,Sofie Kelly,"",9780451234537,paperback,read,2013/09/20,2013/11/06,2013/11/06,1,"",,,,,,,4.0,,"",,"",No
"One-Punch Man, Vol. 18",ONE,Yusuke Murata (Illustrator),9781974715732,digital,read,2023/03/12,2023/03/12,2023/03/12,1,"",,,,,,,,,"",,manga,No
Perry Rhodan NEO: Volume 1,Frank Borsch,"Barbara Wiebking (Translator), Reuben Phillips (Translator), toi8 (Illustrator)",9781718379107,digital,read,2023/07/02,2023/07/13,2023/07/03-2023/07/13,1,"reflective, tense",medium,,,,,,4.0,,"","","",Yes
"One Piece, Vol. 61: Romance Dawn: For the New World",Eiichiro Oda,"",9781421541440,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 2: Buggy the Clown",Eiichiro Oda,"",9781591160571,paperback,read,2022/03/31,2022/03/31,2022/03/31,1,"",,,,,,,,,"",,manga,No
Webs of Influence: The Psychology Of Online Persuasion,"Nathalie Nahai, Nathalie Nahai","",9781292134604,paperback,did-not-finish,2018/09/27,"","",0,"",,,,,,,,,"",,"",No
Cat Trick,Sofie Kelly,"",9780451414694,paperback,read,2014/12/03,2015/01/06,2015/01/06,1,"",,,,,,,4.0,,"",,"",No
A Murder Is Announced,Agatha Christie,"",9781579126292,hardcover,read,2016/05/25,2016/06/13,2016/06/13,1,"",,,,,,,,,"",,"",No
Túneis,"Roderick Gordon, Brian Williams","",,paperback,read,2013/08/06,"","",1,"",,,,,,,4.0,,"",,"",No
Summer Knight,Jim Butcher,James Marsters (Narrator),9781480581395,audio,read,2021/06/13,2021/12/03,2021/12/03,1,"",,,,,,,4.0,,"",,"",No
Soul Relic,Samuel Hinton,"",B0B46Q18WK,digital,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
"One Piece, Vol. 24: People's Dreams",Eiichiro Oda,"",9781421528458,paperback,read,2022/04/15,2022/04/01,2022/04/01,1,"",,,,,,,,,"",,manga,No
"Don't Toy With Me, Miss Nagatoro Vol. 7",nanashi,"","",digital,read,2023/03/26,2023/03/26,2023/03/26,1,"",,,,,,,,,"",,manga,No
Miss Kobayashi's Dragon Maid Vol. 11,coolkyousinnjya,"","",digital,read,2022/06/23,2022/06/23,2022/06/23,1,"",,,,,,,4.0,,"",,manga,No
Secondhand Spirits,Juliet Blackwell,"",9781101082171,digital,read,2015/05/26,2015/06/26,2015/06/26,1,"",,,,,,,4.0,,"",,"",No
Strange Weather in Tokyo,Hiromi Kawakami,"Allison Markin Powell (Translator), Allison Hiroto (Narrator)",9781978635920,audio,read,2022/01/13,2022/07/17,2022/07/17,1,"",,,,,,,4.0,,"",,"",Yes
Mindwalker,Kate Dylan,"",9781529392708,digital,to-read,2023/07/03,"","",0,"",,,,,,,,,"",,"",Yes
Legacy,Shannon Messenger,"","",digital,read,2022/10/21,2022/11/03,2022/11/03,1,"",,,,,,,4.0,,"",,"",Yes
"Chew, Vol. 1: Taster's Choice",John Layman,"",9781607061595,paperback,read,2015/01/16,"","",1,"",,,,,,,4.0,,"",,graphic-novels,No
A Frota dos Saltadores,Kurt Mahr,"","",,read,2021/05/08,"","",1,"",,,,,,,,,"",,"",No
"One-Punch Man, Vol. 15",ONE,Yusuke Murata (Illustrator),9781974709014,digital,read,2023/03/12,2023/03/12,2023/03/12,1,"",,,,,,,,,"",,manga,No
O Mistério do Vale Boscombe e Outras Aventuras,"Antonio Carlos Vilela, Arthur Conan Doyle",Arthur Conan Doyle (Translator),9788506070581,paperback,read,2021/05/06,"","",1,"",,,,,,,4.0,,"",,"",No
Gal Gohan Vol. 8,Marii Taiyou,"",9781648272554,paperback,read,2022/03/18,2022/03/18,2022/03/18,1,"",,,,,,,,,"",,manga,No
ダンジョン飯 6 [Dungeon Meshi 6],Ryoko Kui,九井諒子,9784047351318,paperback,read,2019/01/17,2019/01/17,2019/01/17,1,"",,,,,,,,,"",,manga,No
Warlord of Mars: Dejah Thoris Volume 1 - The Colossus of Mars,Arvid Nelson,"",9781606902455,paperback,read,2015/01/16,"","",1,"",,,,,,,4.0,,"",,graphic-novels,No
Sundial,Catriona Ward,"",9781250812698,digital,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
"One Piece, Vol. 48: Adventures of Oars",Eiichiro Oda,"",9781421534640,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
ワンパンマン 11 [Wanpanman 11],ONE,Yusuke Murata (Illustrator),9784088806464,paperback,read,2022/07/14,2022/01/02,2022/01/02,1,"",,,,,,,,,"",,manga,No
Under a White Sky: The Nature of the Future,Elizabeth Kolbert,"",9781847925442,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
"Hikaru No Go, Volume 20",Yumi Hotta,"",9781421528250,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
Pawn of Prophecy,David Eddings,"",9780345468642,paperback,to-read,2024/01/16,"","",0,"",,,,,,,,,"",,"",No
ドラゴンクエストダイの大冒険新装彩録版 8: 3,"稲田浩司, 三条 陸",Kōji Inada (Illustrator),9784087925678,paperback,read,2022/07/18,"","",1,"",,,,,,,,,"",,manga,No
"Don't Toy with Me, Miss Nagatoro, Volume 3",Nanashi,"",9781949980103,paperback,read,2021/11/14,2021/01/01,2021/01/01,1,"",,,,,,,,,"",,manga,No
The Scarifyers: For King and Country,"Simon Barnard, Paul Morris","",9780955515828,audio,read,2015/06/17,2015/09/15,2015/09/15,1,"",,,,,,,,,"",,audiobook,No
"Capitã Marvel, Vol. 3: Inimigo Interior",Kelly Sue DeConnick,"",,paperback,read,2015/01/16,2015/01/15,2015/01/15,1,"",,,,,,,4.0,,"",,graphic-novels,Yes
ブラッククローバー 3 [Burakku Kurōbā 3],Yûki Tabata,"",9784088804897,paperback,read,2022/07/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
Sigils & Sushi,Nia Quinn,"",9781958696255,digital,to-read,2023/09/05,"","",0,"",,,,,,,,,"",,"",No
"One-Punch Man, Vol. 1",ONE,Yusuke Murata (Illustrator),9781421585642,paperback,read,2022/07/14,2020/01/02,2020/01/02,1,"",,,,,,,,,"",,manga,No
ブラッククローバー 23 [Burakku Kurōbā 23],Yûki Tabata,"",9784088821764,paperback,read,2022/07/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
ブラッククローバー 17 [Burakku Kurōbā 17],Yûki Tabata,"",9784088815671,paperback,read,2022/07/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
"Black Clover, Vol. 30",Yûki Tabata,"",9781974732319,paperback,read,2023/02/11,2023/02/11,2023/02/11,1,"",,,,,,,,,"",,manga,No
"Don't Toy With Me, Miss Nagatoro, Vol. 5",nanashi,"","",digital,read,2023/03/24,2023/03/25,2023/03/25,1,"",,,,,,,,,"",,manga,No
O Mundo dos Três Planetas,K.H. Scheer,"","",paperback,read,2021/05/08,"","",1,"",,,,,,,,,"",,"",No
Alucinadamente Feliz: Um Livro Engraçado Sobre Coisas Horríveis,Jenny Lawson,"",,paperback,read,2017/01/18,2017/01/20,2017/01/20,1,"",,,,,,,4.0,,"",,"",No
"One Piece, Vol. 68: Pirate Alliance",Eiichiro Oda,"",9781421558813,paperback,read,2022/07/13,2022/07/13,2022/07/13,1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 33: Davy Back Fight",Eiichiro Oda,"",9781421534497,paperback,read,2022/05/23,2022/05/23,2022/05/23,1,"",,,,,,,,,"",,manga,No
Daughter of Sparta,Claire M. Andrews,"",9780316540070,hardcover,to-read,2023/09/24,"","",0,"",,,,,,,,,"",,"",Yes
Grimm Fairy Tales: Robyn Hood,Patrick Shand,"",9781937068790,paperback,read,2015/01/16,"","",1,"",,,,,,,4.0,,"",,graphic-novels,No
"One Piece, Vol. 30: Capriccio",Eiichiro Oda,"",9781421534466,paperback,read,2022/05/23,2022/05/23,2022/05/23,1,"",,,,,,,,,"",,manga,No
"Hikaru No Go, Vol. 9",Yumi Hotta,"",9781421510668,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
"ドラゴンクエストダイの大冒険新装彩録版 6, Volume 6","稲田浩司, 三条 陸",三条 陸 (Illustrator),9784087925654,paperback,read,2022/07/18,"","",1,"",,,,,,,,,"",,manga,No
"Call of the Night, Vol. 2",Kotoyama,"",9781974720576,paperback,read,2023/11/26,2023/11/25,2023/11/25-2023/11/25,1,"",,"","","","","",4.0,"","","",manga,Yes
Batgirl Vol. 2: Family Business,"Brenden Fletcher, Cameron Stewart",Babs Tarr (Illustrator),9781401259662,paperback,read,2016/04/06,2016/07/20,2016/07/20,1,"",,,,,,,,,"",,graphic-novels,No
Mushoku Tensei: Jobless Reincarnation (Light Novel) Vol. 1,Rifujin na Magonote,Shirotaka (Illustrator),"",,read,2019/03/27,2019/04/12,2019/04/12,1,"",,,,,,,4.0,,"",,light-novel,No
文豪ストレイドッグス 5 [Bungō Stray Dogs 5],Kafka Asagiri,"朝霧 カフカ, 春河３５, Sango Harukawa (Illustrator)",9784041015391,paperback,read,2020/01/20,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
Harry Potter e a Ordem da Fênix,J.K. Rowling,Lia Wyler (Translator),853251622X,paperback,read,2014/04/17,2003,2003,1,"",,,,,,,5.0,,"",,"",Yes
Welcome to Camp Nightmare,R.L. Stine,"",9780439568463,paperback,read,2013/08/06,"","",1,"",,,,,,,,,"",,"",No
Espiral da Morte,"Derek Landy, Larissa Helena","",9788501404947,paperback,read,2014/06/19,2014/01/01,2014/01/01,1,"",,,,,,,4.0,,"",,"",No
ドラゴンクエストダイの大冒険新装彩録版 14: 4,"稲田浩司, 三条 陸",Kōji Inada (Illustrator),9784087925739,paperback,read,2022/07/18,"","",1,"",,,,,,,,,"",,manga,No
Warbound,Larry Correia,"",9781451639087,hardcover,read,2016/05/06,2016/05/18,2016/05/18,1,"",,,,,,,5.0,,"",,"",No
Antes de Watchmen: Espectral,"Amanda Conner, Darwyn Cooke, Darwyn Cooke","",,,read,2015/01/16,"","",1,"",,,,,,,,,"",,graphic-novels,No
The Daughters of Block Island,Christa Carmen,"",9781662512988,digital,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
The Horde,James Tynion IV,Michael Dialynas,"",digital,read,2022/01/30,2022/01/30,2022/01/30,1,"",,,,,,,4.0,,"",,graphic-novels,No
"Delicious in Dungeon, Volume 2",Ryoko Kui,Taylor Engel (Translator),9780316473057,paperback,read,2018/07/09,2018/07/09,2018/07/09,1,"",,,,,,,4.0,,"",,manga,No
ブラッククローバー 1 [Burakku Kurōbā 1],Yûki Tabata,"",9784088804163,paperback,read,2022/07/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
Screwed: Project Frankenstein,"Tyler Kirkham, Keith Thomas","",9781939683472,paperback,read,2015/01/16,"","",1,"",,,,,,,4.0,,"",,graphic-novels,No
The Scarifyers: The Nazad Conspiracy,Simon Barnard,"",,,read,2014/11/18,2015/04/24,2015/04/24,1,"",,,,,,,4.0,,"",,audiobook,No
O Homem que Calculava,Malba Tahan,"",9786555873399,hardcover,read,2013/08/06,"","",1,"",,,,,,,5.0,,"",,"",No
ドラゴンクエストダイの大冒険新装彩録版 10: 5,"稲田浩司, 三条 陸",Kōji Inada (Illustrator),9784087925692,paperback,read,2022/07/18,"","",1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 76: Just Keep Going",Eiichiro Oda,"",9781421582603,paperback,read,2022/07/18,2022/07/18,2022/07/18,1,"",,,,,,,,,"",,manga,No
Cilada Cósmica,K.H. Scheer,Richard Paul Neto,"",paperback,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
"Dandadan, Vol. 1",Yukinobu Tatsu,"",9781974735259,digital,read,2023/01/07,2023/01/07,2023/01/07,1,"",,,,,,,4.0,,"",,manga,No
Before the Coffee Gets Cold,Toshikazu Kawaguchi,Geoffrey Trousselot (Translator),9781529029581,paperback,currently-reading,2024/01/31,"","",0,"",,,,,,,,,"",,"",Yes
"One Piece, Vol. 82: The World is Restless",Eiichiro Oda,"",9781421592695,paperback,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,manga,No
The Hanging City,Charlie N. Holmberg,"",B0BKR5CNTW,digital,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
Amagi Brilliant Park: Volume 1,"Yuka Nakajima, Elizabeth Ellis, Shouji Gatou","",,digital,read,2018/10/15,2018/11/28,2018/11/28,1,"",,,,,,,4.0,,"",,light-novel,No
Gamers! Light Novel 01,Sekina Aoi,sabotenn (仙人掌) (Illustrator),9783963580963,paperback,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
"Hikaru No Go, Vol. 22, Volume 22",Yumi Hotta,"",9781421528274,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
Base em Vênus,Kurt Mahr,Richard Paul Neto,"",,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
Gal Gohan Vol. 2,Marii Taiyou,"",9781645052159,paperback,read,2022/02/06,2022/02/06,2022/02/06,1,"",,,,,,,4.0,,"",,manga,No
Cuidado com os Microrrobôs,Kurt Mahr,"","",,read,2021/05/08,"","",1,"",,,,,,,,,"",,"",No
Copycat Killing,Sofie Kelly,"",9780451236623,paperback,read,2014/03/11,2014/03/28,2014/03/28,1,"",,,,,,,4.0,,"",,"",No
Bird Box,Josh Malerman,"",9781483004358,audio,did-not-finish,2015/07/08,"","",0,"",,,,,,,,,"",,audiobook,No
Death Masks,Jim Butcher,"",9781101128459,digital,read,2022/04/03,2022/05/04,2022/05/04,1,"",,,,,,,4.0,,"",,"",Yes
"One Piece, Vol. 3: Don't Get Fooled Again",Eiichiro Oda,"",9781591161844,paperback,read,2022/03/31,2022/03/31,2022/03/31,1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 53: Natural Born King",Eiichiro Oda,"",9781421534695,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
Hexes and Hemlines,Juliet Blackwell,"",9780451233783,,read,2017/02/15,2017/02/20,2017/02/20,2,"",,,,,,,4.0,,"",,"",No
Gal Gohan Vol. 3,Marii Taiyou,"",9781645054733,paperback,read,2022/03/12,2022/03/12,2022/03/12,1,"",,,,,,,3.0,,"",,manga,No
"One Piece, Vol. 35: Captain",Eiichiro Oda,"",9781421534510,paperback,read,2022/05/23,2022/05/23,2022/05/23,1,"",,,,,,,,,"",,manga,No
Mushoku Tensei: Jobless Reincarnation (Light Novel) Vol. 2,Rifujin na Magonote,Shirotaka (Illustrator),B07P8B358Z,digital,read,2019/07/21,2019/10/09,2019/10/09,1,"",,,,,,,4.0,,"",,light-novel,No
The Girl in the Arcade Vol. 1,Okushou,MGMEE (Illustrator),9781648277948,paperback,did-not-finish,2023/03/10,"","",0,"",,,,,,,,,"",,manga,No
ブラッククローバー 21 [Burakku Kurōbā 21],Yûki Tabata,"",9784088818405,paperback,read,2022/07/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
"Konosuba: God's Blessing on This Wonderful World!, Vol. 7: 110-Million Bride",Natsume Akatsuki,"Kevin Steinbach (Translator), Kurone Mishima (Illustrator)",9780316468831,digital,read,2024/01/22,2024/01/30,2024/01/21-2024/01/30,1,"",,"","","","","",4.25,"","","","",Yes
O Signo dos Quatro,Arthur Conan Doyle,"",9786587817286,paperback,read,2021/05/06,"","",1,"",,,,,,,4.0,,"",,"",No
ブラッククローバー 11 [Burakku Kurōbā 11],Yûki Tabata,"",9784088810737,paperback,read,2022/07/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
小林さんちのメイドラゴン 5 [Kobayashi-san Chi no Maid Dragon 5],coolkyousinnjya,"",9784575848946,paperback,read,2021/11/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 72: Dressrosa's Forgotten",Eiichiro Oda,"",9781421573441,paperback,read,2022/07/16,2022/07/16,2022/07/16,1,"",,,,,,,,,"",,manga,No
"Ranma 1/2 (2-in-1 Edition), Vol. 5",Rumiko Takahashi,"",9781421566184,paperback,read,2021/05/06,2021/06/10,2021/06/10,1,"",,,,,,,4.0,,"",,manga,No
"One Piece, Vol. 80: Opening Speech",Eiichiro Oda,"",9781421590240,paperback,read,2023/06/12,2023/06/12,2023/06/12,1,"",,,,,,,,,"",,manga,No
ワンパンマン 5 [Wanpanman 5],ONE,"Yusuke Murata (Illustrator), 村田雄介 (Illustrator)",9784088800837,paperback,read,2022/07/14,2020/01/02,2020/01/02,1,"",,,,,,,,,"",,manga,No
Nightfall,Shannon Messenger,"",1481497413,paperback,read,2022/08/08,2022/08/31,2022/08/31,1,"",,,,,,,4.0,,"",,"",Yes
SAKAMOTO DAYS 3,"Yuto Suzuki, Yuto Suzuki","",9784088827636,paperback,read,2022/02/27,2022/02/01,2022/02/01,1,"",,,,,,,,,"",,manga,No
"Bottom-Tier Character Tomozaki, Vol. 1",Yuki Yaku,"",B07T81MTJ8,digital,read,2019/08/22,2019/09/12,2019/09/12,1,"",,,,,,,5.0,,"",,light-novel,No
Um gnomo na minha horta,Wilson Rocha,"",,,read,2021/05/06,"","",1,"",,,,,,,,,"",,"",No
Chew Omnivore Edition Volume 2,John Layman,"",9781607064268,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"graphic-novels, on-hold",Yes
Brief Answers to the Big Questions,Stephen Hawking,"",9781984819192,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
The Marvelous Land of Oz,Eric Shanower,Skottie Young (Illustrator),9780785140283,hardcover,read,2018/09/03,2018/12/11,2018/12/11,1,"",,,,,,,4.0,,"",,graphic-novels,No
"Hikaru No Go, Vol. 4",Yumi Hotta,"",9781591166887,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
A Toxic Trousseau,Juliet Blackwell,"",9780451465795,,read,2023/06/22,2023/07/01,2023/07/01,1,"",,"","","","","",4.0,"","","","",Yes
"One Piece, Vol. 74: Ever At Your Side",Eiichiro Oda,"",9781421578675,paperback,read,2022/07/18,2022/07/18,2022/07/18,1,"",,,,,,,,,"",,manga,No
"Captain Marvel, Vol. 1: Higher, Further, Faster, More",Kelly Sue DeConnick,David Lopez (Illustrator),9780785190134,paperback,read,2015/01/18,2015/01/19,2015/01/19,1,"",,,,,,,4.0,,"",,graphic-novels,No
O Supercrânio,"Kurt Mahr, Richard Paul Neto",Kurt Mahr (Translator),,,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
"One Piece, Vol. 6: The Oath",Eiichiro Oda,"",9781591167235,paperback,read,2022/04/03,2022/04/03,2022/04/03,1,"",,,,,,,,,"",,manga,No
The Library at Mount Char,Scott Hawkins,"",9780553418620,paperback,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
The Spare Man,Mary Robinette Kowal,"",9781250829153,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
Violeta,Isabel Allende,Frances Riddle (Translator),9780593496206,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
"Hikaru No Go, Vol. 6",Yumi Hotta,"",9781421502755,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
Power Cubed,Aaron Lopresti,"Aaron Lopresti (Illustrator), Joanna Estep (Illustrator)",9781616558765,paperback,read,2016/04/01,2016/04/01,2016/04/01,1,"",,,,,,,,,"",,graphic-novels,No
"Ranma 1/2 (2-in-1 Edition), Vol. 8",Rumiko Takahashi,"",9781421566214,paperback,read,2023/02/26,"","",1,"",,,,,,,,,"",,manga,No
Hollowpox: The Hunt for Morrigan Crow,Jessica Townsend,"",9780316508964,paperback,read,2022/09/16,2023/02/05,2023/02/05,1,"",,,,,,,4.0,,"",,"",Yes
